Order_all,Family_all,Genus_all,Species_all,subspecies,species_geonet,sex_or_flower_type,breeding_system,autonomous_selfing_level (none/low/medium/high),compatibility,compatibility_genus,info_level,asexual_reproduction,asexual_reproduction_type,agamospermy/apomixis (yes/no/some_populations),parasitic (yes/no),flower_colour ,flower_morphology,flower_pollinator_morphology,flower_symmetry,corolla_diameter_mean_mm,corolla_diameter_min_mm,corolla_diameter_max_mm,corolla_length_mean_mm,corolla_length_min_mm,corolla_length_max_mm,tube_length_mm,life_form,lifespan,plant_height_min_m,plant_height_max_m,plant_height_mean_m,references,reference_journal,doi,doi,doi,doi,doi,type_of_proxy_seed _or_fruit,open_pollination_percentage,open_pollination_n,hand_poll_outcrossing_percentage,hand_poll_outcrossing_percentage_n,hand_poll_self_percentage,hand_poll_self_n,spontaneus_selfing_percentage,spontaneus_selfing_n,geitonogamy_percentage,geitonogamy_n,apomixis_percentage,apomixis_n,intramorph_percentage,intramorph_n,stamen_length_mm,stamen_length_min_mm,stamen_length_max_mm,style_length_mm,style_length_min_mm,style_length_max_mm,ovary_length_mm,ovary_min_mm,ovary_max_mm,stigma_length_mm,stigma_min_mm,stigma_max_mm,pistil_length_mm,pistil_min_mm,pistil_max_mm,inflorescence_form,inflorescence_arrangement,inflorescence_length_mm,inflorescence_width_mm,inflorescence_comment,pollen_anther_mean,pollen_anther_sd,pollen_anther_n,pollen_flower_mean,pollen_flower_min,pollen_flower_max,pollen_flower_sd,pollen_flower_n,pollen_ovule_ratio,pollen_ovule_ratio_sd,ovules_mean,ovules_sd,ovules_n,stamen_mean,anthers_exerted_yes_or_no,anthers_exerted_mm,pistil_mean,stigma_mean,stigma_exerted_yes_or_no,stigma_exerted_mm,flowers_inflorescences_min,flowers_inflorescences_max,flowers_inflorescences_mean,inflorescences_plant_min,inflorescences_plant_max,inflorescences_plant_mean,flower_plant_min,flower_plant_max,flower_plant_mean,flower_lifespan_days,flowering_time_days,nectar_yes_or_no,nectar_ul_day_mean,nectar_ul_day_sd,nectar_ul_day_n,total_nectar_ul_mean,total_nectar_ul_sd,total_nectar_ul_n,sugar_nectar_mg_mean,sugar_nectar_mg_sd,sugar_nectar_mg_n,sugar_concentration_mean,sugar_concentration_sd,sugar_concentration_n,fruit_type,fruit_colour,fruit_length_mm,fruit_width_mm,pollen_polar_length_um_mean,pollen_polar_length_um_min,pollen_polar_length_um_max,pollen_equatorial_length_mean_um ,pollen_equatorial_length_min_um,pollen_equatorial_length_max_um,pollen_polar_equatorial,mean_pollen_tube_growth_um_min,chromosome number,ploidy,location,country,references,reference_journal,doi,doi,doi,doi,doi,
Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,NA,Capsella bursa-pastoris,bisexual,hermaphrodite,high,self_compatible,NA,flower,NA,NA,NA,,white,bowl,bowl,actinomorphic,3,NA,NA,2.25,NA,NA,NA,herb,annual,0.1,0.4,0.25,"hintz et al.,  2006; NA",journal: journal of experimental botany; online: http://www.luontoportti.com,ÿhttps://doi.org/10.1093/jxb/erl158ÿ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Scrophulariaceae,Capraria,Capraria biflora,,Capraria biflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Capparaceae,Capparis,Capparis ovata,,Capparis ovata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Capparaceae,Capparis,Capparis jacobinae,,Capparis jacobinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassicales,Capparaceae,Capparis,Capparisÿferruginea,,Capparis ferruginea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Euphorbiaceae,Caperonia,Caperonia palustris,,Caperonia palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Euphorbiaceae,Caperonia,Caperoniaÿpalustris,,Caperonia pallustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Canavalia,Canavalia lineata,NA,Canavalia lineata,bisexual,hermaphrodite,NA,NA,self_incompatible,flower,NA,NA,NA,,pink,papilionaceous,papilionaceous,zygomorphic,25,NA,NA,25,NA,NA,NA,herb,perennial,0.15,0.3,0.23,sahai 2009; NA,journal: flora; online: eflora.org,https://doi.org/10.1016/j.flora.2008.11.005,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,raceme,axilar,100,40,NA,NA,NA,NA,NA,,,NA,NA,NA,,10,NA,NA,NA,no,0,,,no,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pod,NA,80,22.5,57,NA,NA,57,NA,NA,1,NA,NA,NA,NA,NA,sahai 2009; NA,flora; online: eflora.org,https://doi.org/10.1016/j.flora.2008.11.005,NA,,,,
Asterales,Asteraceae,Campuloclinium,Campulocliniumÿmegacephalum,,Eupatorium megacephalum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabales,Fabaceae,Camptosema,Camptosema paraguariense,NA,Camptosema paraguariense,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,,pink,papilionaceous,papilionaceous,zygomorphic,5,NA,NA,11,NA,NA,NA,herb,perennial,NA,NA,NA,de matos alves 2008,master thesis: leguminosae: caesalpinioideae e papilionidae de um remanescente de chaco em porto murtinho - ms - brasil ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Bignoniaceae,Campsis,Campsis radicans,NA,Tecoma radicans,bisexual,hermaphrodite,NA,self_incompatible,NA,flower,yes,rhizomes,NA,,orange to red,funnelform,tube,actinomorphic,68,NA,NA,90,NA,NA,73,vine,perennial,NA,10,5,"Bertin, 1982",American Journal of Botany,ÿhttps://doi.org/10.2307/2442837ÿ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Bignoniaceae,Campsis,Campsis grandiflora,,Campsis grandiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Campomanesia,Campomanesiaÿsessiliflora,,Campomanesia sessiliflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrtales,Myrtaceae,Campomanesia,Campomanesia adamantium,,Campomanesia adamantium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapindales,Anacardiaceae,Campnosperma,Campnospermaÿseychellarum,,Campnosperma seychellarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula scheuchzeri,,Campanula scheuchzeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula rotundifolia,,Campanula rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula rotundifolia,,campanula rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula punctata,,Campanula punctata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula giesekiana,NA,Campanula gieseckiana,bisexual,hermaphrodite,low,self_compatible,NA,flower,yes,rhizomes,NA,,purple,campanulate,campanulate,actinomorphic,20,10,30,32.5,10,55,NA,herb,perennial,0.1,0.3,0.2,"NA; bielawska 2015; stevens, wilson & mcallister 2012 ",https://nature.ca; journal: acta societatis botanicorum poloniae; journal: journal of ecology,NA,10.5586/asbp.1973.019,10.1111/j.1365-2745.2012.01963.x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula drabifolia,,Campanula drabifolia,bisexual,hermaphrodite,NA,NA,NA,flower,NA,NA,NA,no,blue_purple,campanulate,campanulate,actinomorphic,13.5,11,16,6.75,NA,NA,NA,herb,annual,0.05,0.2,0.125,"carlstrom 1986; NA; crowl et al., 2015; roquet et al., 2008",journal: botanischer garten und botanisches museum; journal: ecology and evolution; journal: america society of plant taxonomist,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula cochleariifolia,,Campanula cochleariifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Campanulaceae,Campanula,Campanula americana,NA,Campanula americana,bisexual,protandrous,low,self_compatible,NA,flower,NA,NA,no,,purple,bowl,bowl,actinomorphic,25,NA,NA,8,NA,NA,NA,herb,annual,NA,2,1,"galloway, etterson & hamrick 2003; NA; NA",journal: heredity; online: http://www.missouriplants.com; online: https://www.minnesotawildflowers.info,10.1038/sj.hdy.6800242,NA,NA,,,,,,,,,,,,,,,,,,,,,13.5,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Camonea,Camonea umbellata,,Merremia umbellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Theaceae,Camellia,Camellia sasanqua,,Camellia sasanqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Theaceae,Camellia,Camellia japonica,,Camellia japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Asparagaceae,Camassia,Camassia quamash,NA,Camassia esculenta,bisexual,hermaphrodite,low,self_compatible,NA,flower,NA,NA,NA,,lilac,disk,disk,zygomorphic,35,NA,NA,19,NA,NA,NA,herb,perennial,0.2,0.7,0.45,"NA; gielens et al., 2014",online: https://wikis.evergreen.edu; journal: botany,NA,https://doi.org/10.1139/cjb-2014-0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Asparagaceae,Camassia,Camassia quamash,,Camassia quamash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Calystegia,Calystegia sepium,NA,Convolvulus sepium,bisexual,hermaphrodite,low,self_compatible,NA,flower,yes,rhizomes,no,,white,campanulate,campanulate,actinomorphic,60,NA,NA,55,40,70,NA,herb,perennial,NA,3,1.5,NA; ushimaru & kikuzawa 1999,online: http://www.missouriplants.com; journal: american journal of botany,NA,https://doi.org/10.2307/2656764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Calystegia,Calystegia sepium,,Calystegia sepium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Calystegia,Calystegiaÿsepium,,Calystegia sepium subsp  roseata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Calystegia,Calystegia pubescens,,Calystegia japonica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Calystegia hederacea,Calystegia hederacea,,Calystegia hederacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Ranunculaceae,Caltha,Caltha palustris,,Caltha palustris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculales,Ranunculaceae,Caltha,Caltha leptosepala,,Caltha leptosepala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asparagales,Orchidaceae,Calopogon,Calopogonÿtuberosus,NA,Calopogon pulchellus,bisexual,hermaphrodite,NA,self_compatible,NA,flower,no,NA,NA,,pink,bowl,tube,zygomorphic,37.5,NA,NA,17,11,23,NA,herb,perennial,0.05,1.35,0.7,"Firmage and Russel Cole, 1988; efloras",American Journal of Botany,ÿhttps://doi.org/10.1002/j.1537-2197.1988.tb14198.xÿ,http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=242101511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malpighiales,Clusiaceae,Calophyllum,Calophyllumÿeputamen,,Calophyllum eputamen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liliales,Liliaceae,Calochortus,Calochortusÿgunnisonii,,Calochortus gunnisoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ericales,Ericaceae,Calluna,Calluna vulgaris,,Calluna vulgaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Lamiaceae,Callicarpa,Callicarpa japonica,NA,Callicarpa japonica,bisexual,enantiostilous,NA,NA,NA,flower,NA,NA,NA,,pink,tube,tube,actinomorphic,4,NA,NA,4,NA,NA,4,shrub,perennial,NA,2,1,"NA; zhonghui, bramley & zhang 2015",online: ign.ku.dk; journal: plant systematics and evolution,NA,https://doi.org/10.1007/s00606-015-1244-8ÿ,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corymb,,100,NA,,,,,,,,,,,,,,,,yes,NA,,,yes,NA,NA,NA,15,,,,,,,,,,,,,,,,,,,,,,berry,purple,4,4,28.73,26.3,32.6,26.17,23.2,30.3,1.09,,,,,,"NA; zhonghui, bramley & zhang 2015",online: ign.ku.dk; plant systematics and evolution,NA,https://doi.org/10.1007/s00606-015-1244-8ÿ,,,,
Fabales,Fabaceae,Calliandra,Calliandra tergemina,,Calliandra tergemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Calendula,Calendula arvensis,,Calendula arvensis,separated,hermaphrodite,monoecious,self_compatible,,,,,,,"yellow,_or_orange",,,actinomorphic,,,30,,,,,herb,annual,0.1,0.3,0.2,clavijo 2005; heyn & joel 1983 ,journal: acta oecologica; journal: plant systematics and evolution,https://doi.org/10.1016/j.actao.2005.03.004,https://doi.org/10.1007/BF00986612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Calendula,Calendula arvensis,,Calendula arvensis,separated,hermaphrodite,monoecious,self_compatible,,,,,,,"yellow,_or_orange",,,actinomorphic,,,30,,,,,herb,annual,0.1,0.3,0.2,clavijo 2005; heyn & joel 1983 ,journal: acta oecologica; journal: plant systematics and evolution,https://doi.org/10.1016/j.actao.2005.03.004,https://doi.org/10.1007/BF00986612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Calendula,Calendula arvensis,,Calendula arvensis,separated,hermaphrodite,monoecious,self_compatible,,,,,,,"yellow,_or_orange",,,actinomorphic,,,30,,,,,herb,annual,0.1,0.3,0.2,clavijo 2005; heyn & joel 1983 ,journal: acta oecologica; journal: plant systematics and evolution,https://doi.org/10.1016/j.actao.2005.03.004,https://doi.org/10.1007/BF00986612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Calea,Caleaÿlucidivenia,,Calea lucidivenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asterales,Asteraceae,Calea,Caleaÿcuneifolia,,Calea cuneifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalidales,Cunoniaceae,Caldcluvia,Caldcluvia paniculata,,Caldcluvia paniculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Calceolariaceae,Calceolaria,Calceolariaÿmollissima,,Calceolaria montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Calceolariaceae,Calceolaria,Calceolaria crenatiflora,,Calceolaria crenatiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Calceolariaceae,Calceolaria,Calceolaria biflora,,Calceolaria biflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Calceolariaceae,Calceolaria,Calceolariaÿarachnoides,,Calceolaria arachnoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamiales,Calceolariaceae,Calceolaria,Calceolariaÿarachnoidea,,Calceolaria arac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Montiaceae,Calandrinia,Calandriniaÿsericea,uspallatensis,Calandrinia uspallatensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Portulacaceae,Calandrinia,Calandriniaÿcompacta,,Calandrinia occulta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Montiaceae,Calandrinia,Calandrinia caespitosa,,Calandrinia caespitosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryophyllales,Montiaceae,Calandrinia,Calandrinia affinis,,Calandrinia affinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poales,Poaceae,Calamagrostis,Calamagrostis arundinacea,NA,Calamagrostis arundinacea,bisexual,hermaphrodite,NA,NA,NA,flower,yes,rizhomes and apomixis,yes,,green,bowl,bowl,zygomorphic,1,NA,NA,4,NA,NA,NA,herb,perennial,0.2,0.7,0.45,"NA; horandl et al., 2008",online: https://nature.ca; journal: plant ecology and diversity,NA,https://doi.org/10.1080/17550870802351175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornales,Loasaceae,Caiophora,Caiophora coronata,,Caiophora coronata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
